,GEO_NAME,employed,unemployed,5 to 14 years,african american,all occupations,average total income of household in 2020 ($),between 7 a.m. and 7:59 a.m.,"black, n.o.s.","caucasian (white), n.o.s.",chinese,filipino,government transfers (%),indigenous identity,major repairs needed,median value of dwellings ($),movers,"no certificate, diploma or degree",not in the labour force,one-maintainer household,"postsecondary certificate, diploma or degree",public transit,renter,"south asian, n.o.s.",spending 30% or more of income on shelter costs,total visible minority population,under 5 years,average number of rooms per dwelling,2000 and before,65 years and over
295,59150638,1.33,-0.46,1.43,-0.1,0.04,0.32,1.9,-0.09,-0.63,-1.17,-0.85,-0.33,-0.15,0.69,0.26,1.05,-1.24,-0.48,0.37,0.99,0.06,1.65,-0.15,1.39,-1.5,1.51,-0.73,1.21,-0.18
296,59150639,0.86,-1.09,1.09,-0.1,0.6,0.18,2.73,-0.09,0.28,-1.06,-0.85,-0.77,-0.08,-0.03,0.79,-0.59,-1.19,-0.02,1.16,1.15,-1.33,-1.2,-0.15,-0.84,-1.56,2.14,-0.99,0.29,0.11
297,59150640,0.73,1.47,-0.7,-0.1,0.6,0.52,1.02,-0.09,-0.63,-1.25,-0.85,0.04,-0.46,-1.17,-3.27,-0.02,-1.07,-0.58,1.74,1.35,-0.5,2.33,-0.15,1.24,-1.06,-1.4,-1.43,1.28,-0.38
298,59150641,1.5,0.52,0.01,-0.1,-0.17,0.44,-0.25,-0.09,1.39,-1.1,-0.27,-0.3,0.05,0.2,0.62,0.95,-0.9,-2.0,1.09,0.65,-0.37,1.77,-0.15,0.63,-1.26,2.68,-1.05,0.78,-1.12
299,59150642,2.46,-0.31,0.15,-0.1,0.17,0.35,0.35,-0.09,0.43,-1.11,-0.54,-0.62,0.13,0.39,0.76,1.85,-1.16,-2.22,0.68,0.99,0.37,1.78,-0.15,0.72,-0.82,3.88,-1.18,1.22,-1.14
300,59150643,0.3,-0.49,-0.75,-0.1,-0.44,0.32,1.56,-0.09,1.55,-0.71,-0.85,-0.33,-0.46,2.57,0.71,0.08,-0.61,-1.06,0.63,0.83,-0.15,1.08,-0.15,-0.15,-0.75,1.9,-1.05,1.21,-0.13
301,59150644,1.16,0.49,-0.35,-0.1,0.6,0.43,-0.61,-0.09,2.05,-0.59,-0.21,-0.46,0.11,2.16,0.71,0.69,-0.97,-1.04,1.48,1.12,-0.06,0.99,-0.15,0.7,-1.13,1.07,-1.3,1.22,-0.24
302,59150645,1.15,-2.16,1.67,-0.1,0.6,0.28,2.18,-0.09,-0.63,-1.02,-0.53,-0.1,0.0,0.77,0.37,1.01,-0.79,-0.44,0.85,0.46,-0.77,0.81,-0.15,0.53,-1.25,0.24,-0.67,0.03,-0.31
303,59150646,1.41,-0.67,1.06,-0.1,0.6,0.42,1.64,-0.09,0.63,-0.74,-0.85,-0.88,0.07,-0.5,0.82,1.12,-1.23,-1.52,0.86,1.41,-0.16,1.78,-0.15,-0.17,-0.88,0.4,-1.3,0.86,-0.95
304,59150647,1.67,-1.09,-0.06,-0.1,0.6,0.18,1.76,-0.09,-0.63,-1.14,-0.85,-1.09,-0.46,-1.17,0.68,1.05,-0.67,-0.18,0.82,1.38,-1.26,-0.22,-0.15,-0.31,-1.16,2.83,-0.67,0.7,-0.95
305,59150648,0.85,-0.23,-2.37,-0.1,0.6,-7.18,1.56,-0.09,-0.63,-1.48,0.3,-1.83,-0.46,1.45,-3.27,1.21,-1.44,-1.47,1.3,0.62,-1.03,1.68,-0.15,-2.97,-1.17,-1.4,-1.3,1.27,-1.17
306,59150649,1.02,-0.37,1.12,-0.1,0.01,0.08,1.12,-0.09,2.96,-0.4,-0.4,-1.03,-0.46,-0.41,0.62,0.29,-0.9,-0.81,0.69,1.66,-1.32,0.41,-0.15,-0.43,-0.24,0.15,-0.86,-1.23,-0.57
307,59150650,-0.29,1.33,-0.4,-0.1,-0.28,0.04,-0.02,-0.09,2.51,-0.99,-0.54,-0.73,-0.46,0.35,0.71,-0.47,-0.81,-1.09,0.43,1.28,-0.73,-1.29,-0.15,-0.84,-0.93,-0.43,-0.67,0.97,0.33
308,59150651,0.54,-0.15,0.52,-0.1,0.09,-0.11,-0.71,-0.09,-0.63,0.09,1.64,-0.93,-0.46,0.22,0.68,4.36,-0.35,-1.12,0.47,0.96,0.22,-0.17,-0.15,0.52,-0.03,0.01,-0.79,-0.96,-0.79
309,59150652,1.2,-0.33,1.53,-0.1,0.33,0.17,-0.15,-0.09,0.43,-0.4,0.06,-0.58,-0.17,0.28,0.69,-0.14,-0.57,-1.73,0.15,0.99,0.2,-0.28,-0.15,-0.81,-0.26,0.8,-0.54,1.05,-1.14
310,59150653,1.3,-0.35,0.57,-0.1,0.28,0.26,1.2,-0.09,0.33,-0.22,0.12,-0.56,-0.46,0.26,0.68,1.52,-0.4,-1.5,0.62,0.68,-0.09,-0.04,-0.15,-0.15,-0.52,1.61,-0.48,0.9,-1.24
311,59150654,0.78,-0.28,-2.37,-0.1,0.23,0.23,0.24,-0.09,1.19,-0.56,-0.33,-0.61,-0.46,0.83,0.72,0.48,-0.9,-0.59,0.28,1.07,-0.06,0.21,-0.15,0.09,-0.97,-0.29,-0.54,0.39,-0.25
312,59150655,0.55,0.43,-0.57,-0.1,0.12,0.22,0.94,-0.09,-0.63,0.44,-0.85,-0.46,1.25,1.09,0.32,0.35,-0.36,0.15,0.93,1.12,-0.05,0.12,-0.15,0.2,-0.49,1.53,0.03,0.67,-0.63
313,59150656,1.23,2.21,0.15,-0.1,-0.23,0.4,-0.21,-0.09,-0.63,-0.4,-0.36,-0.2,0.26,1.11,0.37,1.18,-0.97,-0.74,1.06,1.0,-0.82,1.4,-0.15,0.65,-0.68,0.46,-0.6,0.67,-1.02
314,59150657,-1.24,0.05,-0.27,-0.1,-1.4,-3.48,-0.53,-0.09,0.33,1.7,-0.85,-1.56,-0.46,2.29,-1.61,-0.55,-0.78,0.23,0.33,0.87,-0.13,-1.47,-0.15,0.14,0.48,-0.66,1.5,0.46,2.0
315,59150658,0.73,-0.29,1.22,-0.1,0.6,-0.47,0.76,-0.09,0.13,-0.57,0.04,-1.03,0.17,0.14,0.1,0.4,-0.99,-0.72,-1.02,1.48,-0.57,-0.95,-0.15,-1.16,-0.94,1.69,0.42,0.13,0.0
316,59150659,-0.44,0.29,0.23,-0.1,0.25,-0.89,-0.05,-0.09,-0.63,0.98,-0.85,-1.12,0.19,0.69,-0.69,0.97,-0.35,-0.4,-0.9,0.61,-0.64,-0.13,-0.15,-0.17,0.51,0.52,0.54,0.48,-0.04
317,59150660,-0.36,-0.87,0.8,-0.1,-0.52,-0.52,-0.79,-0.09,-0.63,1.26,-0.85,-1.06,-0.46,0.73,-2.32,-0.31,-0.36,0.98,-1.0,0.11,-0.6,-1.23,-0.15,2.28,0.98,1.31,2.33,0.26,-0.91
318,59150661,-2.1,-0.48,0.62,-0.1,-0.12,-0.62,-1.66,-0.09,-0.63,1.09,-0.14,-0.98,-0.46,-1.17,-1.61,-2.06,-0.69,1.65,-1.69,0.8,-0.79,-1.88,-0.15,1.5,0.44,0.07,2.45,0.33,2.2
319,59150662,-0.96,-0.73,0.52,-0.1,-0.01,-1.04,-1.27,-0.09,-0.63,0.71,-0.85,-1.04,-0.46,-1.17,-1.61,-1.35,-0.42,0.38,-0.36,0.34,-0.94,-1.63,-0.15,0.7,0.49,0.64,2.9,0.34,2.03
320,59150663,-1.35,-0.61,1.88,-0.1,0.6,-0.94,2.46,-0.09,-0.63,1.3,-0.46,-1.04,-0.46,-1.17,-2.03,-0.91,0.05,0.89,-1.05,0.14,-2.08,-1.48,-0.15,0.77,0.64,-0.35,2.45,0.19,2.19
321,59150664,0.41,-0.69,0.33,-0.1,0.6,-1.15,0.23,-0.09,-0.63,0.49,-0.85,-1.23,-0.46,-0.1,-1.61,-0.57,-0.52,0.02,-0.86,0.24,-0.82,-1.54,-0.15,0.67,0.34,1.49,2.45,0.43,0.08
322,59150665,-1.68,-0.28,2.58,-0.1,-0.81,-1.3,0.08,-0.09,-0.63,1.14,-0.5,-1.36,-0.46,-1.17,-1.06,-1.46,-0.43,1.57,0.54,0.07,-2.08,-2.02,-0.15,-0.82,0.08,0.24,2.58,0.17,0.61
323,59150666,-0.81,-2.16,0.86,-0.1,0.6,-7.02,-2.87,-0.09,-0.63,1.32,-0.54,-1.71,-0.46,-1.17,-2.97,-0.24,-0.31,1.91,-0.65,0.2,-0.38,-1.46,-0.15,1.26,0.29,-0.31,3.22,0.34,0.15
324,59150667,-0.74,-1.21,2.16,-0.1,0.04,-0.39,-1.03,-0.09,-0.63,1.05,-0.34,-0.68,-0.46,0.14,-1.61,-0.74,-0.76,-0.32,-0.89,0.45,-0.12,-1.2,-0.15,0.43,0.66,-0.61,2.58,0.05,-0.29
325,59150668,-1.65,-0.19,-0.15,-0.1,0.6,-0.89,-1.34,-0.09,-0.63,0.78,-0.85,-0.88,-0.46,-1.17,0.04,0.25,-0.45,2.29,0.24,0.67,-0.99,-1.8,-0.15,-0.27,-0.13,0.15,0.8,1.05,3.79
326,59150669,0.19,0.12,-0.67,-0.1,-0.25,0.16,0.26,-0.09,-0.63,-0.83,0.47,-0.27,-0.46,0.49,-0.23,1.69,-0.35,0.17,-0.72,0.74,0.71,1.11,-0.15,0.92,-0.14,-1.4,0.22,0.17,0.17
327,59150670,-0.92,-0.06,-0.61,-0.1,0.07,-0.68,-1.77,-0.09,-0.63,1.21,-0.85,-1.07,-0.46,-0.01,-1.13,0.02,-0.39,0.3,-1.05,0.53,-2.08,-1.47,-0.15,1.07,0.53,-0.11,1.88,0.05,0.27
328,59150671,-0.39,0.4,-0.27,-0.1,-1.05,-7.18,0.46,-0.09,-0.63,0.68,-0.85,-1.83,-0.46,1.68,-0.52,-0.17,-0.83,-1.23,0.59,0.14,-1.13,-0.69,-0.15,-2.97,0.83,-1.4,0.67,-0.25,0.92
329,59150672,-0.29,-0.66,2.69,-0.1,-0.15,-0.11,0.78,-0.09,-0.07,0.72,-0.85,-0.81,-0.23,0.35,0.46,0.04,-1.21,-0.33,0.06,1.03,0.37,-0.52,-0.15,0.07,0.64,0.09,0.03,-2.32,-0.13
330,59150673,-0.11,-0.28,1.27,-0.1,0.12,0.16,-0.49,-0.09,2.31,0.21,-0.85,-0.68,0.32,-0.35,0.35,1.54,-0.7,-0.27,0.57,0.85,0.04,-0.45,-0.15,1.32,-0.11,1.39,-0.35,-2.32,-0.75
331,59150674,0.68,-1.1,1.77,-0.1,0.23,-0.46,-0.59,-0.09,-0.63,0.31,0.57,-1.07,-0.46,0.07,-0.42,0.2,-0.69,-0.44,-0.9,0.87,-1.0,-1.2,-0.15,0.07,-0.16,0.13,1.12,-0.61,-0.57
332,59150675,0.33,-0.19,-0.8,-0.1,0.6,0.31,0.94,-0.09,0.58,-0.92,-0.85,-0.3,0.19,0.39,-0.23,-0.17,-0.74,-0.72,-0.14,0.44,0.82,1.11,-0.15,-0.01,-1.09,0.52,-0.35,0.95,-0.51
333,59150676,2.06,-1.08,0.86,-0.1,0.6,0.01,0.71,-0.09,-0.63,-0.4,-0.85,-0.97,-0.08,-0.52,-0.23,0.91,-1.06,-1.63,0.21,1.29,0.29,1.12,4.55,0.74,-0.94,-1.4,-0.22,0.4,-0.57
334,59150677,0.89,-0.7,1.46,-0.1,0.25,-0.52,1.91,-0.09,-0.63,-0.17,-0.36,-1.09,-0.46,-1.17,-0.34,0.84,-0.79,-0.92,-1.11,1.51,0.35,-0.63,-0.15,-1.42,-0.35,1.21,0.86,-0.46,-0.69
335,59150678,0.69,-0.17,0.57,-0.1,0.6,-0.03,-0.93,-0.09,-0.63,0.06,-0.5,-0.64,0.57,-0.44,-0.23,0.27,-0.02,0.74,0.02,0.42,-1.29,-0.12,-0.15,-0.45,-0.56,-0.19,0.22,0.51,-0.44
336,59150679,-0.32,0.95,-0.14,-0.1,0.6,0.19,-0.11,-0.09,1.8,-0.4,-0.85,0.07,0.3,1.83,-0.23,-0.4,-0.52,0.3,0.0,0.8,1.19,0.74,-0.15,-0.4,-1.06,-1.4,-0.22,0.74,0.2
337,59150680,1.17,-0.47,0.09,-0.1,0.6,-0.2,-0.42,-0.09,0.99,-0.86,-0.85,-1.04,-0.06,-0.06,0.38,-0.12,-0.53,-0.85,-0.95,1.3,-0.73,-0.56,-0.15,-0.86,-1.11,2.2,-0.03,0.17,-0.45
338,59150681,0.55,0.86,0.33,-0.1,0.15,-0.15,0.55,-0.09,2.31,-0.45,-0.43,-0.85,-0.06,-1.17,0.15,0.69,-0.21,-0.32,-1.93,0.66,-1.0,-0.29,-0.15,-0.53,-0.86,0.24,0.48,0.23,-0.3
339,59150682,1.0,-0.96,1.67,-0.1,0.31,-0.15,1.24,-0.09,0.43,-0.83,-0.85,-1.05,-0.02,0.33,-0.23,-0.6,-0.47,-1.6,0.24,0.89,-1.22,0.34,-0.15,-0.7,-1.14,1.43,0.22,0.46,-0.69
340,59150683,0.22,-0.1,0.86,-0.1,-0.28,-0.52,0.84,-0.09,1.7,-0.71,-0.31,-1.17,-0.46,-1.17,-0.23,0.27,0.63,-0.8,0.36,0.32,-0.54,-0.22,-0.15,-0.25,-1.34,1.23,1.05,0.06,-0.83
341,59150684,1.35,-1.24,-0.53,-0.1,0.6,-0.1,0.24,-0.09,1.6,-0.65,-0.11,-1.03,-0.46,-0.58,0.32,-0.38,-1.11,-0.85,-0.45,1.37,-1.48,-0.21,-0.15,-0.74,-0.97,-0.27,-0.35,-0.71,-0.32
342,59150685,0.39,-0.84,-0.66,-0.1,0.09,-0.38,0.72,-0.09,0.99,-0.22,-0.08,-0.79,-0.46,1.04,0.04,-0.53,-0.57,0.41,-1.41,0.14,-0.67,-0.3,4.03,0.2,-0.65,-0.55,0.48,0.61,-0.45
343,59150686,0.39,2.16,-0.46,-0.1,0.01,0.04,-0.97,-0.09,-0.63,-0.89,-0.85,-0.85,0.13,1.13,0.26,1.0,-0.34,-1.29,-0.32,1.1,-0.73,0.08,-0.15,0.2,-1.27,-1.4,-0.29,-0.41,-1.27
344,59150687,0.31,-0.63,-1.03,-0.1,0.6,0.18,-0.73,-0.09,-0.63,-0.37,0.5,-0.12,-0.46,-1.17,0.21,0.63,-0.53,-0.71,-0.4,0.5,0.06,0.24,-0.15,0.13,-0.14,0.24,-0.41,0.39,-0.13
345,59150688,1.14,-0.35,-0.75,-0.1,0.6,-0.2,-0.1,-0.09,-0.63,-0.25,0.53,-0.65,0.26,1.0,0.31,-0.21,0.37,0.15,-1.11,0.14,-0.11,-0.52,-0.15,-0.81,-0.64,-0.07,0.54,0.59,-0.12
346,59150689,1.06,-0.69,0.86,-0.1,0.6,-0.07,-1.39,-0.09,-0.63,-0.33,0.96,-0.53,-0.46,-0.05,0.04,0.2,-0.03,-0.16,-0.44,-0.03,0.73,-0.13,-0.15,-0.17,-0.46,1.43,0.29,0.53,0.46
347,59150690,1.41,0.3,-0.17,-0.1,0.6,-0.08,0.63,-0.09,-0.63,-0.82,-0.09,-0.83,1.36,-1.17,0.04,-0.01,-0.44,0.19,-1.06,0.14,0.41,0.14,-0.15,0.02,-1.04,2.2,0.03,-1.02,-0.54
348,59150691,0.33,-1.0,-0.9,-0.1,0.6,0.31,-0.21,-0.09,-0.63,-0.65,0.88,-0.0,-0.46,0.11,0.31,-1.05,0.79,0.37,-0.65,0.28,-0.18,-0.05,-0.15,-0.01,0.04,0.4,-0.48,-0.53,-0.35
349,59150692,1.76,-0.62,0.98,-0.1,0.6,-0.19,1.06,-0.09,1.55,-0.92,-0.85,-1.1,-0.46,-0.33,0.15,0.54,-1.16,-1.14,-1.7,1.12,-1.22,-1.18,-0.15,-0.22,-1.18,0.64,0.42,-0.76,-1.1
350,59150693,0.36,-0.02,0.06,-0.1,0.04,-0.0,0.46,-0.09,-0.63,0.24,0.24,-0.56,0.85,0.56,0.1,-1.58,0.28,0.21,-0.56,0.29,-0.9,-1.19,-0.15,-1.23,-0.3,0.58,0.73,0.66,0.53
351,59150694,1.36,-2.16,-0.7,-0.1,0.6,-0.44,-0.27,-0.09,-0.63,-0.84,1.8,-1.09,-0.46,-1.17,0.1,-0.99,-0.47,-0.37,-1.05,0.36,-0.23,-0.77,-0.15,-2.13,-0.69,-1.4,0.48,-0.42,-0.24
352,59150695,-0.07,-1.37,0.44,-0.1,0.6,-0.37,0.14,-0.09,0.79,-1.04,-0.57,-0.97,0.72,0.13,0.04,-1.25,-0.03,0.16,-0.56,0.58,-1.16,-0.84,-0.15,-1.23,-1.57,0.32,0.35,0.01,-0.3
353,59150696,-0.21,-0.3,-0.49,-0.1,0.6,0.27,0.87,-0.09,-0.63,-0.76,1.32,1.03,-0.46,-0.1,0.04,0.59,0.29,1.5,-1.09,-0.34,0.89,0.14,-0.15,0.2,0.4,-1.4,0.42,-0.28,1.72
354,59150697,0.13,0.47,1.07,-0.1,-0.12,0.09,-0.7,-0.09,0.13,-0.34,1.38,-0.11,0.34,0.69,0.04,-0.42,1.15,-0.07,0.65,-0.53,0.56,-0.5,-0.15,0.2,0.47,-0.09,-0.16,0.38,0.28
355,59150698,-0.63,-0.02,-0.35,-0.1,-0.15,-0.26,0.7,-0.09,-0.63,-0.27,1.35,-0.49,-0.46,-1.17,0.04,-0.7,1.19,0.15,-1.0,-0.7,-0.23,-0.97,-0.15,-1.45,-0.02,-0.68,0.86,-0.31,0.22
356,59150699,1.17,-0.85,0.57,-0.1,-0.36,-0.16,0.62,-0.09,1.49,-0.12,2.02,-0.39,-0.46,-0.01,0.18,1.35,0.43,0.85,-0.56,0.17,2.43,-0.63,-0.15,-0.45,0.31,-0.51,0.61,0.82,1.3
357,59150700,-0.24,-0.15,-0.46,-0.1,0.6,-0.1,-1.21,-0.09,-0.63,-0.03,-0.85,-0.61,-0.46,-1.17,0.04,-0.68,-0.17,0.51,-0.77,-0.0,-0.11,-0.72,-0.15,-1.06,-0.5,0.34,0.54,0.12,0.86
358,59150701,1.1,-0.37,-1.29,-0.1,-0.46,0.08,-0.21,-0.09,-0.63,-0.55,-0.85,-0.28,0.76,1.3,0.04,0.69,-0.29,-0.34,-1.24,0.17,-1.24,-0.17,-0.15,0.27,-0.88,-0.07,0.35,-0.04,-0.31
359,59150702,1.26,-0.84,0.99,-0.1,-0.23,0.1,-1.1,-0.09,1.04,-0.29,-0.85,-0.73,-0.46,-1.17,0.68,0.74,-0.65,-1.29,-0.29,0.89,-1.45,-0.46,-0.15,-0.22,-1.01,-1.4,-0.54,0.94,-0.54
360,59150703,0.98,0.4,-0.19,-0.1,-0.41,0.1,-0.21,-0.09,-0.63,-0.31,0.48,0.19,-0.46,0.14,0.15,0.09,-0.16,-0.5,-1.71,-0.47,0.63,-0.24,-0.15,-0.34,0.38,0.74,0.22,0.22,-0.29
361,59150704,0.25,2.32,0.77,-0.1,-0.86,-0.23,0.63,-0.09,3.82,-0.22,0.04,-0.69,-0.46,0.94,0.09,-0.84,-0.11,-0.68,-0.82,0.45,-0.58,-0.05,-0.15,-0.59,-0.27,0.52,0.48,0.48,-0.73
362,59150705,1.76,-0.42,0.74,-0.1,0.6,0.37,0.52,-0.09,1.04,-1.09,-0.01,-0.44,0.4,-0.58,0.76,0.71,-1.2,-1.94,0.1,1.42,-0.71,0.61,-0.15,0.25,-1.16,0.13,-1.05,0.34,-1.39
363,59150706,1.53,0.77,-0.35,-0.1,0.6,0.47,-0.02,-0.09,-0.63,-1.3,3.22,0.33,0.87,0.37,-3.27,2.48,-0.6,-0.27,0.55,-0.44,1.65,1.95,-0.15,0.29,-0.24,-1.4,-1.43,1.14,-1.35
364,59150707,1.73,-0.51,0.12,-0.1,0.6,0.45,-0.37,-0.09,-0.63,-1.48,3.77,-0.22,-0.46,0.11,-3.27,1.18,-1.05,-1.67,1.47,1.15,1.18,2.22,-0.15,-0.01,-0.53,0.13,-1.43,0.94,-1.1
365,59150708,1.53,-0.8,-0.03,-0.1,0.6,0.27,0.15,-0.09,-0.63,-0.74,1.51,-0.71,-0.46,0.71,0.76,0.33,-1.05,-1.1,0.24,1.34,0.21,0.32,-0.15,-0.5,-0.54,-0.31,-1.11,-0.17,-0.79
366,59150709,1.82,-0.06,0.82,2.44,0.39,0.17,0.47,-0.09,-0.28,-0.65,0.01,-1.01,0.17,0.11,0.65,1.27,-0.87,-1.42,0.7,1.34,0.05,0.31,-0.15,0.24,-0.71,1.31,-1.18,-2.37,-1.56
367,59150710,0.91,2.05,-0.19,-0.1,-0.2,0.22,0.46,-0.09,1.65,-0.94,1.35,-0.35,0.02,0.39,0.6,0.79,0.07,-1.89,-1.05,0.05,1.32,0.73,-0.15,1.15,-0.21,0.2,-0.54,0.61,-1.34
368,59150711,1.22,-0.34,-0.41,-0.1,0.6,0.21,1.0,-0.09,-0.63,-0.91,-0.11,-0.85,0.21,-0.14,0.75,1.13,-0.79,-1.48,0.32,1.25,0.44,0.78,1.68,0.65,-1.04,0.4,-1.05,-0.97,-0.85
369,59150712,1.76,1.32,-1.09,-0.1,0.01,0.33,-0.41,-0.09,1.49,-1.23,0.37,-0.41,0.79,0.3,0.79,0.75,-0.7,-1.57,-0.14,0.83,0.37,0.76,-0.15,0.01,-0.72,-0.35,-1.24,0.18,-1.78
370,59150713,1.23,0.15,0.74,-0.1,0.6,0.17,-0.65,-0.09,-0.63,-0.65,-0.85,-0.63,-0.46,0.11,0.83,-0.55,-0.2,0.24,0.98,0.47,-1.03,-0.54,-0.15,-0.43,-1.39,0.13,-0.79,1.02,-0.2
371,59150714,0.97,1.42,-0.22,-0.1,0.6,-7.18,0.6,-0.09,-0.63,-1.13,-0.85,-1.83,-0.46,1.28,0.82,2.08,-1.44,-0.03,-0.08,0.7,-0.85,0.53,-0.15,-2.97,-0.63,-1.4,-1.05,1.12,-0.67
372,59150715,1.41,0.9,0.33,-0.1,-0.2,0.38,-0.29,-0.09,-0.63,-1.1,-0.22,-0.22,1.38,1.09,0.73,0.13,-0.81,-0.96,0.94,0.73,1.61,0.67,-0.15,-0.87,-1.45,0.24,-0.99,0.68,-1.17
373,59150716,-0.93,2.76,-0.17,-0.1,0.04,0.61,0.2,-0.09,-0.63,-1.19,0.92,1.56,3.15,0.16,0.84,0.86,0.49,1.56,1.25,-0.37,1.57,1.35,-0.15,-0.5,-1.1,3.09,-1.62,-0.15,-0.4
374,59150717,1.16,0.73,-1.12,-0.1,0.01,0.5,1.74,-0.09,-0.63,-0.94,1.35,0.48,1.14,1.83,0.87,-0.17,-0.61,0.3,0.63,0.96,1.57,0.62,-0.15,-0.22,-0.11,-1.4,-1.11,1.01,-0.25
375,59150718,0.94,0.65,0.86,-0.1,-0.15,0.44,0.11,-0.09,1.29,-1.14,0.12,-0.12,2.18,2.04,0.84,-0.75,-1.01,-1.21,1.07,1.14,0.43,0.36,-0.15,-0.39,-0.98,3.21,-1.24,1.28,-0.6
376,59150719,0.5,-0.61,1.09,-0.1,0.04,0.53,1.3,-0.09,-0.63,-1.48,0.15,0.38,1.0,2.63,0.9,1.79,-0.32,-0.23,1.7,-0.19,-0.0,0.84,-0.15,0.08,-1.16,1.43,-1.18,1.28,-0.01
377,59150720,0.98,2.27,1.85,-0.1,-0.97,0.51,-0.21,16.96,0.33,-1.26,-0.43,0.08,0.76,1.55,0.88,-0.17,-0.39,-1.5,1.94,-0.22,-0.01,0.53,-0.15,0.48,-0.86,1.17,-1.43,1.14,-1.56
378,59150721,1.51,0.25,-0.7,-0.1,0.6,0.38,-0.21,-0.09,1.04,-0.9,0.25,-0.14,-0.46,0.22,0.84,1.05,-0.58,-0.58,0.15,0.45,0.0,0.05,-0.15,0.32,-0.76,-1.4,-1.11,1.1,-0.35
379,59150722,1.51,-0.01,-1.32,-0.1,-0.17,0.51,-0.79,-0.09,2.36,-0.85,0.51,0.19,0.05,0.94,0.87,0.64,-0.83,-1.14,0.53,0.84,0.66,1.12,-0.15,0.55,-0.42,-1.4,-1.3,0.9,-1.1
380,59150723,0.93,0.36,0.86,-0.1,0.6,0.33,-1.58,-0.09,-0.63,-0.26,-0.11,-0.34,0.89,2.63,0.31,1.01,0.55,-1.43,-0.8,0.32,0.06,1.05,-0.15,-0.35,-0.39,1.77,-0.73,0.64,-1.4
381,59150724,0.73,0.4,1.3,-0.1,0.09,0.23,0.55,-0.09,1.8,-0.98,-0.33,-0.24,0.55,1.83,0.31,-0.34,0.02,-0.5,-0.63,-0.15,-0.73,0.13,-0.15,0.53,-1.06,0.4,-0.03,0.47,-1.37
382,59150725,1.31,0.19,2.77,-0.1,0.6,0.18,-1.01,-0.09,1.19,-0.91,0.54,-0.18,0.57,1.34,0.26,2.18,-1.11,-1.13,-0.63,0.87,0.56,0.62,-0.15,0.37,-1.04,-1.4,-0.16,0.62,-1.59
383,59150726,0.47,-0.73,1.67,-0.1,0.6,0.21,-0.59,-0.09,-0.63,-0.82,-0.44,-0.08,0.32,0.73,0.18,0.15,-0.54,0.18,-0.05,0.09,-0.92,0.28,-0.15,0.08,-1.18,-1.4,-0.29,-0.05,-0.51
384,59150727,0.41,1.06,-2.37,-0.1,-0.68,0.37,0.01,-0.09,-0.63,0.2,-0.85,0.98,0.79,1.61,0.32,-0.49,0.15,0.11,0.09,-0.66,2.27,0.85,-0.15,0.2,-0.5,-1.4,-0.29,0.66,-0.39
385,59150728,1.1,-0.17,-0.28,-0.1,0.6,0.17,0.15,-0.09,-0.63,-1.08,0.54,-0.67,-0.06,1.15,0.6,0.65,-0.88,-1.25,-0.29,0.23,0.29,0.34,-0.15,-0.59,-0.91,1.15,-0.54,-0.18,-1.34
386,59150729,1.16,-0.96,-0.03,-0.1,0.31,0.18,1.23,-0.09,1.24,-0.64,1.3,-0.12,-0.15,-0.12,0.62,-0.39,0.73,-0.4,-0.71,-0.81,1.02,-0.71,-0.15,0.03,0.33,-0.31,-0.22,-0.76,-0.35
387,59150730,0.07,0.56,-1.12,-0.1,0.12,0.25,1.44,-0.09,-0.63,0.55,0.34,-0.09,-0.46,-0.16,0.22,0.95,0.34,-0.38,-0.21,-0.5,0.43,-0.48,-0.15,0.63,0.13,-0.39,0.73,-0.46,0.2
388,59150731,0.06,-0.52,-1.27,-0.1,0.6,0.14,0.6,-0.09,2.56,-0.18,1.08,0.02,0.02,-0.41,0.31,-0.4,0.45,0.41,-0.36,0.23,-0.02,-0.74,-0.15,-1.06,0.1,0.28,0.35,0.06,0.16
389,59150732,0.47,-0.28,-0.3,-0.1,-0.17,0.1,-0.75,-0.09,-0.63,-0.3,1.02,0.02,0.83,-0.2,0.04,-0.64,-0.36,-0.59,-2.14,-0.12,-0.57,-0.05,-0.15,-1.02,-0.37,1.13,0.61,0.89,-0.29
390,59150733,0.51,-0.96,1.48,-0.1,-0.31,-0.11,0.83,-0.09,-0.63,-0.06,0.67,-0.59,0.95,0.69,0.15,-0.88,-0.0,0.67,-1.27,0.03,-1.29,-0.62,-0.15,-1.11,-0.39,0.48,0.99,0.41,-0.18
391,59150734,1.22,-0.59,-1.19,-0.1,0.6,-0.13,-0.06,-0.09,-0.63,-0.54,1.7,-0.64,0.05,-1.17,0.1,0.23,-0.13,-1.65,-1.9,0.23,0.29,-0.16,-0.15,-1.78,-0.09,0.05,-0.03,-0.63,-0.83
392,59150737,1.72,1.14,-2.37,-0.1,0.09,-0.23,-0.79,-0.09,-0.63,-0.42,0.44,-0.63,-0.46,0.11,0.26,-0.79,-0.05,-1.22,-0.21,0.57,-0.9,-0.77,-0.15,-0.67,-0.67,-1.4,0.35,-0.24,-0.91
393,59150738,0.66,0.08,-0.64,-0.1,-0.68,-0.28,0.01,-0.09,-0.63,-0.91,-0.85,-0.94,-0.46,-1.17,0.26,-0.07,0.16,-1.06,-0.77,0.49,-0.55,-0.86,-0.15,-1.06,-0.73,0.72,0.35,0.26,-2.04
